date,nonfarm_payrolls_k,unemployment_rate_pct,nonfarm_payrolls_change_k
2013-11-01,137317,6.9,276.0
2013-12-01,137372,6.7,55.0
2014-01-01,137561,6.6,189.0
2014-02-01,137712,6.7,151.0
2014-03-01,137985,6.7,273.0
2014-04-01,138298,6.2,313.0
2014-05-01,138513,6.3,215.0
2014-06-01,138849,6.1,336.0
2014-07-01,139072,6.2,223.0
2014-08-01,139269,6.1,197.0
2014-09-01,139563,5.9,294.0
2014-10-01,139798,5.7,235.0
2014-11-01,140089,5.8,291.0
2014-12-01,140364,5.6,275.0
2015-01-01,140568,5.7,204.0
2015-02-01,140827,5.5,259.0
2015-03-01,140923,5.4,96.0
2015-04-01,141196,5.4,273.0
2015-05-01,141538,5.6,342.0
2015-06-01,141709,5.3,171.0
2015-07-01,141991,5.2,282.0
2015-08-01,142125,5.1,134.0
2015-09-01,142275,5.0,150.0
2015-10-01,142579,5.0,304.0
2015-11-01,142808,5.1,229.0
2015-12-01,143077,5.0,269.0
2016-01-01,143210,4.8,133.0
2016-02-01,143406,4.9,196.0
2016-03-01,143662,5.0,256.0
2016-04-01,143854,5.1,192.0
2016-05-01,143900,4.8,46.0
2016-06-01,144147,4.9,247.0
2016-07-01,144520,4.8,373.0
2016-08-01,144661,4.9,141.0
2016-09-01,144967,5.0,306.0
2016-10-01,145065,4.9,98.0
2016-11-01,145183,4.7,118.0
2016-12-01,145408,4.7,225.0
2017-01-01,145628,4.7,220.0
2017-02-01,145846,4.6,218.0
2017-03-01,145970,4.4,124.0
2017-04-01,146175,4.4,205.0
2017-05-01,146380,4.4,205.0
2017-06-01,146583,4.3,203.0
2017-07-01,146772,4.3,189.0
2017-08-01,146919,4.4,147.0
2017-09-01,147008,4.3,89.0
2017-10-01,147149,4.2,141.0
2017-11-01,147372,4.2,223.0
2017-12-01,147523,4.1,151.0
2018-01-01,147660,4.0,137.0
2018-02-01,148054,4.1,394.0
2018-03-01,148280,4.0,226.0
2018-04-01,148420,4.0,140.0
2018-05-01,148742,3.8,322.0
2018-06-01,148960,4.0,218.0
2018-07-01,149020,3.8,60.0
2018-08-01,149277,3.8,257.0
2018-09-01,149358,3.7,81.0
2018-10-01,149527,3.8,169.0
2018-11-01,149617,3.8,90.0
2018-12-01,149809,3.9,192.0
2019-01-01,150060,4.0,251.0
2019-02-01,150067,3.8,7.0
2019-03-01,150295,3.8,228.0
2019-04-01,150591,3.7,296.0
2019-05-01,150618,3.6,27.0
2019-06-01,150838,3.6,220.0
2019-07-01,150937,3.7,99.0
2019-08-01,151169,3.6,232.0
2019-09-01,151365,3.5,196.0
2019-10-01,151460,3.6,95.0
2019-11-01,151667,3.6,207.0
2019-12-01,151794,3.6,127.0
2020-01-01,152031,3.6,237.0
2020-02-01,152293,3.5,262.0
2020-03-01,150895,4.4,-1398.0
2020-04-01,130426,14.8,-20469.0
2020-05-01,133040,13.2,2614.0
2020-06-01,137671,11.0,4631.0
2020-07-01,139255,10.2,1584.0
2020-08-01,140821,8.4,1566.0
2020-09-01,141770,7.8,949.0
2020-10-01,142460,6.9,690.0
2020-11-01,142733,6.7,273.0
2020-12-01,142548,6.7,-185.0
2021-01-01,142863,6.4,315.0
2021-02-01,143380,6.2,517.0
2021-03-01,144232,6.1,852.0
2021-04-01,144587,6.1,355.0
2021-05-01,145065,5.8,478.0
2021-06-01,145820,5.9,755.0
2021-07-01,146762,5.4,942.0
2021-08-01,147314,5.1,552.0
2021-09-01,147771,4.7,457.0
2021-10-01,148572,4.5,801.0
2021-11-01,149230,4.1,658.0
2021-12-01,149816,3.9,586.0
2022-01-01,150006,4.0,190.0
2022-02-01,150825,3.9,819.0
2022-03-01,151315,3.7,490.0
2022-04-01,151623,3.7,308.0
2022-05-01,151924,3.6,301.0
2022-06-01,152358,3.6,434.0
2022-07-01,153072,3.5,714.0
2022-08-01,153362,3.6,290.0
2022-09-01,153582,3.5,220.0
2022-10-01,153939,3.6,357.0
2022-11-01,154242,3.6,303.0
2022-12-01,154342,3.5,100.0
2023-01-01,154776,3.5,434.0
2023-02-01,155066,3.6,290.0
2023-03-01,155134,3.5,68.0
2023-04-01,155375,3.4,241.0
2023-05-01,155655,3.6,280.0
2023-06-01,155880,3.6,225.0
2023-07-01,156043,3.5,163.0
2023-08-01,156261,3.7,218.0
2023-09-01,156417,3.7,156.0
2023-10-01,156576,3.9,159.0
2023-11-01,156703,3.7,127.0
2023-12-01,156857,3.8,154.0
2024-01-01,157032,3.7,175.0
2024-02-01,157238,3.9,206.0
2024-03-01,157466,3.9,228.0
2024-04-01,157530,3.9,64.0
2024-05-01,157608,3.9,78.0
2024-06-01,157695,4.1,87.0
2024-07-01,157748,4.2,53.0
2024-08-01,157757,4.2,9.0
2024-09-01,157912,4.1,155.0
2024-10-01,157945,4.1,33.0
2024-11-01,158079,4.2,134.0
2024-12-01,158316,4.1,237.0
2025-01-01,158268,4.0,-48.0
2025-02-01,158310,4.2,42.0
2025-03-01,158377,4.2,67.0
2025-04-01,158485,4.2,108.0
2025-05-01,158498,4.3,13.0
2025-06-01,158478,4.1,-20.0
2025-07-01,158542,4.3,64.0
2025-08-01,158472,4.3,-70.0
2025-09-01,158548,4.4,76.0
2025-11-01,158449,4.5,-99.0
2025-12-01,158432,4.4,-17.0
2026-01-01,158592,4.3,160.0
2026-02-01,158436,4.4,-156.0
2026-03-01,158650,4.3,214.0
2026-04-01,158829,4.3,179.0
2026-05-01,159001,4.3,172.0
